sales_id,date_sk,store_sk,product_sk,customer_sk,promotion_sk,quantity,unit_price,gross_amount,discount_amount,net_amount,payment_method
1217,16,5,10,4,,1,452.19,452.19,0.0,452.19,Card
1218,16,5,7,37,,1,24.09,24.09,0.0,24.09,Digital Wallet
1219,16,4,8,4,,2,7.93,15.86,0.0,15.86,Card
1220,16,5,6,5,,1,181.59,181.59,0.0,181.59,Digital Wallet
1221,16,3,10,36,,1,441.68,441.68,0.0,441.68,Card
1222,16,2,7,22,,1,24.37,24.37,0.0,24.37,Card
1223,16,3,8,24,,1,7.41,7.41,0.0,7.41,Cash
1224,16,3,3,27,,3,3.06,9.18,0.0,9.18,Digital Wallet
1225,16,3,3,14,,2,2.99,5.98,0.0,5.98,Card
1226,16,5,3,32,,1,3.04,3.04,0.0,3.04,Cash
1227,16,3,8,29,,3,7.63,22.89,0.0,22.89,Card
1228,16,3,2,26,,2,3.21,6.42,0.0,6.42,Cash
1229,16,1,10,22,,1,452.94,452.94,0.0,452.94,Card
1230,16,3,7,21,,1,25.41,25.41,0.0,25.41,Card
1231,16,2,10,32,,1,439.74,439.74,0.0,439.74,Cash
1232,16,2,1,13,,4,2.59,10.36,0.0,10.36,Card
1233,16,1,2,9,,2,3.17,6.34,0.0,6.34,Card
1234,16,5,8,31,,2,7.23,14.46,0.0,14.46,Card
1235,16,3,7,4,,1,24.42,24.42,0.0,24.42,Card
1236,16,1,4,22,,1,5.6,5.6,0.0,5.6,Card
1237,16,4,3,38,,1,2.98,2.98,0.0,2.98,Card
1238,16,5,10,13,,1,450.01,450.01,0.0,450.01,Card
1239,16,5,1,7,,3,2.46,7.38,0.0,7.38,Card
1240,16,4,3,11,,3,3.0,9.0,0.0,9.0,Card
1241,16,2,9,23,,1,9.22,9.22,0.0,9.22,Card
1242,16,4,9,8,,1,9.36,9.36,0.0,9.36,Card
1243,16,4,1,10,,3,2.49,7.470000000000001,0.0,7.47,Digital Wallet
1244,16,1,9,4,,2,9.3,18.6,0.0,18.6,Cash
1245,16,1,3,38,,3,3.08,9.24,0.0,9.24,Cash
1246,16,4,8,13,,1,7.34,7.34,0.0,7.34,Card
1247,16,4,2,40,,2,3.21,6.42,0.0,6.42,Card
1248,16,1,7,2,,1,24.81,24.81,0.0,24.81,Card
1249,16,5,2,12,,2,3.15,6.3,0.0,6.3,Digital Wallet
1250,16,2,8,17,,1,7.51,7.51,0.0,7.51,Cash
1251,16,2,7,13,,3,25.48,76.44,0.0,76.44,Card
1252,16,5,4,34,,1,5.48,5.48,0.0,5.48,Digital Wallet
1253,16,5,3,11,,2,2.92,5.84,0.0,5.84,Card
1254,16,4,6,18,,1,180.33,180.33,0.0,180.33,Card
1255,16,5,2,22,,2,3.13,6.26,0.0,6.26,Card
1256,16,2,3,33,,1,3.07,3.07,0.0,3.07,Card
1257,16,5,9,15,,2,9.22,18.44,0.0,18.44,Card
1258,16,2,10,40,,1,457.73,457.73,0.0,457.73,Card
1259,16,2,10,2,,1,454.81,454.81,0.0,454.81,Card
1260,16,2,9,17,,1,8.81,8.81,0.0,8.81,Digital Wallet
1261,16,3,2,21,,1,3.19,3.19,0.0,3.19,Card
1262,16,5,7,40,,2,24.61,49.22,0.0,49.22,Card
1263,16,2,1,10,,1,2.55,2.55,0.0,2.55,Digital Wallet
1264,16,3,3,39,,2,3.03,6.06,0.0,6.06,Digital Wallet
1265,16,3,10,34,,1,452.78,452.78,0.0,452.78,Digital Wallet
1266,16,1,10,21,,1,456.25,456.25,0.0,456.25,Card
1267,16,3,5,13,,1,305.75,305.75,0.0,305.75,Digital Wallet
1268,16,1,1,40,,1,2.39,2.39,0.0,2.39,Card
1269,16,3,10,10,,1,448.6,448.6,0.0,448.6,Card
1270,16,1,8,2,,1,7.44,7.44,0.0,7.44,Card
1271,16,5,5,35,,1,313.58,313.58,0.0,313.58,Card
1272,16,1,2,10,,6,3.24,19.44,0.0,19.44,Card
1273,16,4,3,24,,2,3.03,6.06,0.0,6.06,Cash
1274,16,3,7,19,,1,24.51,24.51,0.0,24.51,Card
1275,16,2,10,30,,1,442.88,442.88,0.0,442.88,Card
1276,16,5,1,14,,3,2.62,7.86,0.0,7.86,Card
1277,16,3,1,24,,4,2.41,9.64,0.0,9.64,Cash
1278,16,3,5,33,,1,300.76,300.76,0.0,300.76,Card
1279,16,4,9,11,,6,9.1,54.599999999999994,0.0,54.6,Card
1280,16,2,7,37,,1,24.4,24.4,0.0,24.4,Cash
1281,16,4,8,14,,1,7.72,7.72,0.0,7.72,Card
1282,16,5,10,24,,1,449.91,449.91,0.0,449.91,Card
1283,16,2,3,36,,1,3.08,3.08,0.0,3.08,Cash
1284,16,2,9,37,,3,8.96,26.880000000000003,0.0,26.88,Card
1285,16,1,10,14,,1,447.24,447.24,0.0,447.24,Card
1286,16,3,9,3,,1,9.09,9.09,0.0,9.09,Card
1287,16,1,1,9,,2,2.48,4.96,0.0,4.96,Cash
1288,16,5,10,35,,1,451.99,451.99,0.0,451.99,Card
1289,16,1,4,19,,2,5.48,10.96,0.0,10.96,Card
1290,16,5,5,20,,1,296.27,296.27,0.0,296.27,Digital Wallet
1291,16,4,2,36,,1,3.22,3.22,0.0,3.22,Card
1292,16,1,7,38,,3,25.72,77.16,0.0,77.16,Card
1293,16,1,3,4,,2,2.93,5.86,0.0,5.86,Card
1294,16,2,7,36,,1,24.56,24.56,0.0,24.56,Card
1295,16,2,10,7,,1,440.41,440.41,0.0,440.41,Card
1296,16,4,8,29,,2,7.84,15.68,0.0,15.68,Card
1297,17,4,5,1,,1,293.16,293.16,0.0,293.16,Digital Wallet
1298,17,1,8,22,,1,7.75,7.75,0.0,7.75,Card
1299,17,1,9,22,,1,9.21,9.21,0.0,9.21,Cash
1300,17,4,5,17,,1,296.95,296.95,0.0,296.95,Card
1301,17,3,1,28,,2,2.54,5.08,0.0,5.08,Card
1302,17,2,8,6,,2,7.52,15.04,0.0,15.04,Cash
1303,17,2,8,37,,1,7.51,7.51,0.0,7.51,Card
1304,17,2,3,23,,1,2.88,2.88,0.0,2.88,Card
1305,17,1,9,30,,2,9.12,18.24,0.0,18.24,Digital Wallet
1306,17,5,3,18,,5,3.01,15.049999999999999,0.0,15.05,Digital Wallet
1307,17,5,1,14,,1,2.48,2.48,0.0,2.48,Digital Wallet
1308,17,4,2,20,,1,3.24,3.24,0.0,3.24,Card
1309,17,3,6,34,,1,181.67,181.67,0.0,181.67,Card
1310,17,5,10,40,,1,446.82,446.82,0.0,446.82,Card
1311,17,1,7,35,,4,25.15,100.6,0.0,100.6,Digital Wallet
1312,17,4,4,15,,2,5.5,11.0,0.0,11.0,Digital Wallet
1313,17,1,3,32,,1,2.91,2.91,0.0,2.91,Card
1314,17,5,2,34,,2,3.25,6.5,0.0,6.5,Cash
1315,17,2,3,28,,2,3.02,6.04,0.0,6.04,Digital Wallet
1316,17,2,8,6,,1,7.58,7.58,0.0,7.58,Card
1317,17,5,9,39,,1,9.13,9.13,0.0,9.13,Digital Wallet
1318,17,1,6,20,,1,172.26,172.26,0.0,172.26,Card
1319,17,2,10,31,,1,440.59,440.59,0.0,440.59,Card
1320,17,4,6,17,,1,180.04,180.04,0.0,180.04,Digital Wallet
1321,17,3,4,39,,2,5.47,10.94,0.0,10.94,Digital Wallet
1322,17,1,10,37,,1,450.43,450.43,0.0,450.43,Card
1323,17,4,2,14,,4,3.24,12.96,0.0,12.96,Card
1324,17,2,7,11,,2,25.79,51.58,0.0,51.58,Digital Wallet
1325,17,2,2,8,,2,3.23,6.46,0.0,6.46,Card
1326,17,1,7,27,,5,24.17,120.85000000000001,0.0,120.85,Card
1327,17,5,10,1,,1,451.82,451.82,0.0,451.82,Cash
1328,17,3,2,35,,1,3.1,3.1,0.0,3.1,Cash
1329,17,1,10,20,,1,446.11,446.11,0.0,446.11,Card
1330,17,4,6,34,,1,185.71,185.71,0.0,185.71,Digital Wallet
1331,17,5,3,8,,2,3.01,6.02,0.0,6.02,Digital Wallet
1332,17,3,10,6,,1,453.96,453.96,0.0,453.96,Card
1333,17,3,3,36,,2,3.07,6.14,0.0,6.14,Cash
1334,17,1,5,17,,1,293.59,293.59,0.0,293.59,Cash
1335,17,4,4,9,,3,5.37,16.11,0.0,16.11,Card
1336,17,2,7,23,,2,24.53,49.06,0.0,49.06,Card
1337,17,1,8,34,,1,7.35,7.35,0.0,7.35,Card
1338,17,2,9,32,,1,8.99,8.99,0.0,8.99,Gift Card
1339,17,3,1,13,,1,2.42,2.42,0.0,2.42,Card
1340,17,4,2,4,,3,3.17,9.51,0.0,9.51,Card
1341,17,5,6,5,,1,184.89,184.89,0.0,184.89,Cash
1342,17,4,10,25,,1,436.9,436.9,0.0,436.9,Digital Wallet
1343,17,5,10,15,,1,441.65,441.65,0.0,441.65,Card
1344,17,4,5,16,,1,278.61,278.61,0.0,278.61,Card
1345,17,1,10,29,,1,444.35,444.35,0.0,444.35,Card
1346,17,3,1,15,,2,2.61,5.22,0.0,5.22,Card
1347,17,3,3,13,,1,3.11,3.11,0.0,3.11,Cash
1348,17,3,5,10,,1,292.4,292.4,0.0,292.4,Card
1349,17,4,2,36,,1,3.11,3.11,0.0,3.11,Card
1350,17,1,1,8,,1,2.47,2.47,0.0,2.47,Card
1351,17,4,9,21,,2,8.75,17.5,0.0,17.5,Digital Wallet
1352,17,5,10,8,,1,453.07,453.07,0.0,453.07,Cash
1353,17,5,8,23,,7,7.33,51.31,0.0,51.31,Card
1354,17,5,10,8,,1,458.23,458.23,0.0,458.23,Card
1355,17,5,6,1,,1,179.33,179.33,0.0,179.33,Card
1356,17,3,8,35,,3,7.23,21.69,0.0,21.69,Digital Wallet
1357,17,3,5,29,,1,286.37,286.37,0.0,286.37,Cash
1358,17,1,10,20,,1,449.7,449.7,0.0,449.7,Cash
1359,17,3,10,2,,1,439.57,439.57,0.0,439.57,Card
1360,17,2,10,9,,1,456.6,456.6,0.0,456.6,Card
1361,17,3,3,17,,5,2.85,14.25,0.0,14.25,Card
1362,17,4,8,19,,1,7.39,7.39,0.0,7.39,Digital Wallet
1363,17,2,8,21,,2,7.59,15.18,0.0,15.18,Digital Wallet
1364,17,5,10,8,,1,447.25,447.25,0.0,447.25,Card
1365,17,4,8,23,,1,7.66,7.66,0.0,7.66,Card
1366,17,3,9,17,,1,8.78,8.78,0.0,8.78,Digital Wallet
1367,17,3,10,3,,1,443.01,443.01,0.0,443.01,Cash
1368,17,1,10,31,,1,447.13,447.13,0.0,447.13,Digital Wallet
1369,17,2,5,18,,1,299.6,299.6,0.0,299.6,Card
1370,17,2,8,33,,1,7.46,7.46,0.0,7.46,Card
1371,17,1,9,39,,1,8.88,8.88,0.0,8.88,Card
1372,17,2,9,13,,1,9.16,9.16,0.0,9.16,Cash
1373,17,4,9,14,,2,9.02,18.04,0.0,18.04,Card
1374,17,2,10,34,,1,439.7,439.7,0.0,439.7,Digital Wallet
1375,17,2,1,31,,3,2.48,7.4399999999999995,0.0,7.44,Card
1376,17,2,9,38,,5,9.22,46.1,0.0,46.1,Card
1377,17,1,4,36,,2,5.49,10.98,0.0,10.98,Card
1378,17,3,8,35,,1,7.63,7.63,0.0,7.63,Digital Wallet
1379,17,4,1,35,,4,2.5,10.0,0.0,10.0,Cash
1380,17,4,1,10,,1,2.54,2.54,0.0,2.54,Card
1381,17,1,10,34,,1,459.81,459.81,0.0,459.81,Card
1382,17,3,8,39,,2,7.43,14.86,0.0,14.86,Digital Wallet
1383,17,4,8,28,,1,7.71,7.71,0.0,7.71,Card
1384,17,3,8,30,,1,7.18,7.18,0.0,7.18,Card
1385,17,3,10,4,,1,446.71,446.71,0.0,446.71,Card
1386,17,1,8,29,,2,7.53,15.06,0.0,15.06,Card
1387,17,3,2,16,,3,3.13,9.39,0.0,9.39,Cash
1388,17,1,1,22,,6,2.45,14.700000000000001,0.0,14.7,Card
1389,17,1,2,13,,1,3.19,3.19,0.0,3.19,Cash
1390,17,1,2,19,,4,3.17,12.68,0.0,12.68,Cash
1391,17,3,10,28,,1,454.28,454.28,0.0,454.28,Cash
1392,17,1,8,29,,1,7.49,7.49,0.0,7.49,Cash
1393,17,2,10,12,,1,435.74,435.74,0.0,435.74,Card
1394,17,4,9,16,,1,9.18,9.18,0.0,9.18,Card
1395,17,2,8,40,,2,7.5,15.0,0.0,15.0,Card
1396,17,1,6,16,,1,176.34,176.34,0.0,176.34,Card
1397,17,1,8,9,,2,7.66,15.32,0.0,15.32,Card
1398,17,4,7,6,,1,25.08,25.08,0.0,25.08,Card
1399,17,2,10,12,,1,455.24,455.24,0.0,455.24,Card
1400,17,4,9,15,,1,9.06,9.06,0.0,9.06,Cash
1401,17,5,4,18,,2,5.65,11.3,0.0,11.3,Cash
1402,17,1,4,21,,2,5.57,11.14,0.0,11.14,Card
1403,17,4,6,23,,1,184.44,184.44,0.0,184.44,Card
1404,17,3,9,33,,2,9.08,18.16,0.0,18.16,Digital Wallet
1405,17,2,10,22,,1,449.51,449.51,0.0,449.51,Digital Wallet
1406,17,5,10,16,,1,447.88,447.88,0.0,447.88,Card
1407,17,2,10,38,,1,443.77,443.77,0.0,443.77,Card
1408,17,3,10,6,,1,443.14,443.14,0.0,443.14,Digital Wallet
1409,17,1,5,8,,1,314.45,314.45,0.0,314.45,Card
1410,17,2,2,38,,2,3.11,6.22,0.0,6.22,Card
1411,17,5,5,9,,1,301.56,301.56,0.0,301.56,Card
1412,17,4,8,36,,1,7.61,7.61,0.0,7.61,Digital Wallet
1413,17,1,10,15,,1,447.68,447.68,0.0,447.68,Digital Wallet
1414,17,5,10,19,,1,455.77,455.77,0.0,455.77,Card
1415,17,5,8,28,,3,7.42,22.259999999999998,0.0,22.26,Card
1416,17,4,10,17,,1,439.43,439.43,0.0,439.43,Digital Wallet
1417,17,4,7,15,,1,25.19,25.19,0.0,25.19,Card
1418,17,3,9,36,,3,8.97,26.910000000000004,0.0,26.91,Digital Wallet
1419,17,4,4,22,,8,5.48,43.84,0.0,43.84,Card
1420,17,2,9,26,,4,9.12,36.48,0.0,36.48,Cash
1421,17,2,3,9,,2,2.97,5.94,0.0,5.94,Card
1422,17,4,10,20,,1,450.55,450.55,0.0,450.55,Card
1423,17,1,1,13,,2,2.47,4.94,0.0,4.94,Card
1424,17,2,4,2,,3,5.29,15.870000000000001,0.0,15.87,Digital Wallet
1425,17,4,9,25,,1,8.96,8.96,0.0,8.96,Card
1426,17,3,8,34,,1,7.48,7.48,0.0,7.48,Cash
1427,18,2,9,26,,1,9.01,9.01,0.0,9.01,Card
1428,18,2,8,1,,1,7.58,7.58,0.0,7.58,Gift Card
1429,18,2,8,34,,1,7.55,7.55,0.0,7.55,Card
1430,18,5,8,23,,2,7.49,14.98,0.0,14.98,Cash
1431,18,3,2,17,,1,3.14,3.14,0.0,3.14,Card
1432,18,5,8,6,,3,7.6,22.799999999999997,0.0,22.8,Card
1433,18,2,8,29,,2,7.49,14.98,0.0,14.98,Card
1434,18,5,5,40,,1,288.06,288.06,0.0,288.06,Cash
1435,18,1,9,7,,1,8.99,8.99,0.0,8.99,Cash
1436,18,4,10,6,,1,449.47,449.47,0.0,449.47,Cash
1437,18,5,9,13,,2,8.63,17.26,0.0,17.26,Card
1438,18,2,8,9,,1,7.46,7.46,0.0,7.46,Cash
1439,18,5,9,5,,2,8.78,17.56,0.0,17.56,Card
1440,18,5,2,26,,3,3.24,9.72,0.0,9.72,Cash
1441,18,4,2,16,,4,3.22,12.88,0.0,12.88,Card
1442,18,3,2,8,,2,3.24,6.48,0.0,6.48,Card
1443,18,4,2,16,,2,3.28,6.56,0.0,6.56,Card
1444,18,5,9,8,,3,9.03,27.089999999999996,0.0,27.09,Card
1445,18,4,2,7,,2,3.04,6.08,0.0,6.08,Cash
1446,18,5,4,11,,1,5.49,5.49,0.0,5.49,Cash
1447,18,4,10,22,,1,447.7,447.7,0.0,447.7,Card
1448,18,1,6,18,,1,180.45,180.45,0.0,180.45,Card
1449,18,5,8,16,,6,7.44,44.64,0.0,44.64,Digital Wallet
1450,18,5,5,29,,1,305.96,305.96,0.0,305.96,Card
1451,18,4,7,19,,2,24.62,49.24,0.0,49.24,Cash
1452,18,3,5,33,,1,295.72,295.72,0.0,295.72,Card
1453,18,2,3,19,,5,2.94,14.7,0.0,14.7,Cash
1454,18,5,10,11,,1,444.55,444.55,0.0,444.55,Card
1455,18,5,8,8,,1,7.59,7.59,0.0,7.59,Card
1456,18,4,8,14,,3,7.83,23.490000000000002,0.0,23.49,Card
1457,18,4,3,35,,3,2.89,8.67,0.0,8.67,Digital Wallet
1458,18,2,10,28,,1,464.86,464.86,0.0,464.86,Digital Wallet
1459,18,4,1,9,,1,2.55,2.55,0.0,2.55,Card
1460,18,3,10,11,,1,438.8,438.8,0.0,438.8,Card
1461,18,4,7,20,,1,25.8,25.8,0.0,25.8,Card
1462,18,4,8,13,,2,7.37,14.74,0.0,14.74,Digital Wallet
1463,18,2,10,38,,1,439.22,439.22,0.0,439.22,Card
1464,18,3,3,24,,1,3.02,3.02,0.0,3.02,Digital Wallet
1465,18,3,9,28,,2,8.67,17.34,0.0,17.34,Card
1466,18,4,2,25,,4,3.22,12.88,0.0,12.88,Digital Wallet
1467,18,3,8,19,,4,7.53,30.12,0.0,30.12,Card
1468,18,3,8,18,,2,7.27,14.54,0.0,14.54,Digital Wallet
1469,18,2,10,29,,1,447.56,447.56,0.0,447.56,Digital Wallet
1470,18,2,1,4,,3,2.52,7.5600000000000005,0.0,7.56,Card
1471,18,1,2,7,,1,3.29,3.29,0.0,3.29,Cash
1472,18,4,3,30,,3,2.95,8.850000000000001,0.0,8.85,Cash
1473,18,5,9,34,,2,8.88,17.76,0.0,17.76,Cash
1474,18,5,2,33,,1,3.22,3.22,0.0,3.22,Card
1475,18,4,6,40,,1,180.87,180.87,0.0,180.87,Cash
1476,18,1,3,22,,1,2.94,2.94,0.0,2.94,Cash
1477,18,2,1,21,,1,2.39,2.39,0.0,2.39,Digital Wallet
1478,18,2,1,14,,1,2.53,2.53,0.0,2.53,Card
1479,18,5,10,35,,1,439.39,439.39,0.0,439.39,Cash
1480,18,4,6,3,,1,173.49,173.49,0.0,173.49,Card
1481,18,4,9,7,,1,8.93,8.93,0.0,8.93,Card
1482,18,4,8,5,,4,7.18,28.72,0.0,28.72,Card
1483,18,3,2,3,,1,3.19,3.19,0.0,3.19,Card
1484,18,1,1,5,,1,2.54,2.54,0.0,2.54,Digital Wallet
1485,18,1,7,32,,1,24.93,24.93,0.0,24.93,Cash
1486,18,3,1,6,,3,2.51,7.529999999999999,0.0,7.53,Digital Wallet
1487,18,3,4,6,,1,5.56,5.56,0.0,5.56,Cash
1488,18,2,9,6,,3,8.94,26.82,0.0,26.82,Cash
1489,18,2,2,22,,2,3.16,6.32,0.0,6.32,Card
1490,18,5,10,29,,1,463.47,463.47,0.0,463.47,Card
1491,18,4,8,23,,3,7.38,22.14,0.0,22.14,Card
1492,18,2,10,24,,1,449.5,449.5,0.0,449.5,Card
1493,18,4,8,31,,1,7.41,7.41,0.0,7.41,Card
1494,18,4,9,26,,2,8.82,17.64,0.0,17.64,Cash
1495,18,1,9,4,,1,9.12,9.12,0.0,9.12,Card
1496,18,2,4,18,,1,5.43,5.43,0.0,5.43,Cash
1497,18,2,10,31,,1,434.59,434.59,0.0,434.59,Card
1498,18,4,5,12,,1,296.54,296.54,0.0,296.54,Cash
1499,18,2,3,23,,1,2.98,2.98,0.0,2.98,Digital Wallet
1500,18,3,1,26,,2,2.46,4.92,0.0,4.92,Card
1501,18,3,1,23,,3,2.43,7.290000000000001,0.0,7.29,Card
1502,18,3,7,35,,1,25.23,25.23,0.0,25.23,Card
1503,18,1,2,19,,2,3.18,6.36,0.0,6.36,Card
1504,18,1,10,17,,1,451.76,451.76,0.0,451.76,Digital Wallet
1505,18,5,1,32,,2,2.5,5.0,0.0,5.0,Card
1506,18,4,10,27,,1,460.7,460.7,0.0,460.7,Card
1507,18,5,10,30,,1,463.36,463.36,0.0,463.36,Cash
1508,18,3,4,35,,3,5.51,16.53,0.0,16.53,Card
1509,18,4,10,40,,1,444.45,444.45,0.0,444.45,Cash
1510,18,3,8,21,,1,7.51,7.51,0.0,7.51,Digital Wallet
1511,18,5,1,9,,1,2.43,2.43,0.0,2.43,Card
1512,18,4,7,14,,1,25.31,25.31,0.0,25.31,Digital Wallet
1513,18,4,9,21,,3,9.02,27.06,0.0,27.06,Cash
1514,18,4,6,27,,1,178.35,178.35,0.0,178.35,Digital Wallet
1515,18,2,10,31,,1,447.69,447.69,0.0,447.69,Card
1516,18,3,9,14,,1,9.05,9.05,0.0,9.05,Digital Wallet
1517,18,5,10,33,,1,451.13,451.13,0.0,451.13,Card
1518,18,3,8,27,,5,7.31,36.55,0.0,36.55,Card
1519,18,4,2,37,,1,3.23,3.23,0.0,3.23,Cash
1520,18,4,2,27,,4,3.09,12.36,0.0,12.36,Cash
1521,18,3,3,38,,3,2.97,8.91,0.0,8.91,Digital Wallet
1522,18,1,3,35,,1,3.07,3.07,0.0,3.07,Card
1523,18,2,4,10,,2,5.42,10.84,0.0,10.84,Digital Wallet
1524,18,2,1,12,,3,2.49,7.470000000000001,0.0,7.47,Card
1525,18,2,8,20,,5,7.55,37.75,0.0,37.75,Card
1526,18,1,7,20,,2,25.5,51.0,0.0,51.0,Digital Wallet
1527,18,1,5,24,,1,303.61,303.61,0.0,303.61,Card
1528,18,4,7,15,,2,25.87,51.74,0.0,51.74,Cash
1529,18,5,5,33,,1,309.17,309.17,0.0,309.17,Card
1530,18,4,4,23,,1,5.58,5.58,0.0,5.58,Digital Wallet
1531,18,1,7,15,,2,25.41,50.82,0.0,50.82,Cash
1532,18,1,9,15,,2,9.36,18.72,0.0,18.72,Card
1533,18,5,6,14,,1,178.39,178.39,0.0,178.39,Card
1534,18,2,8,33,,1,7.36,7.36,0.0,7.36,Cash
1535,18,1,3,31,,1,3.01,3.01,0.0,3.01,Card
1536,18,3,1,3,,1,2.45,2.45,0.0,2.45,Card
1537,18,2,3,17,,3,3.05,9.149999999999999,0.0,9.15,Card
1538,18,4,5,27,,1,286.5,286.5,0.0,286.5,Card
1539,18,5,10,29,,1,442.89,442.89,0.0,442.89,Cash
1540,18,2,4,30,,1,5.31,5.31,0.0,5.31,Card
1541,19,4,7,22,,2,24.36,48.72,0.0,48.72,Card
1542,19,2,10,29,,1,437.96,437.96,0.0,437.96,Cash
1543,19,4,5,7,,1,301.59,301.59,0.0,301.59,Digital Wallet
1544,19,4,9,16,,1,8.86,8.86,0.0,8.86,Card
1545,19,2,4,15,,2,5.52,11.04,0.0,11.04,Card
1546,19,3,10,4,,1,445.69,445.69,0.0,445.69,Cash
1547,19,4,9,26,,1,8.98,8.98,0.0,8.98,Card
1548,19,1,7,19,,1,24.6,24.6,0.0,24.6,Digital Wallet
1549,19,1,10,14,,1,450.35,450.35,0.0,450.35,Card
1550,19,5,7,32,,2,25.79,51.58,0.0,51.58,Digital Wallet
1551,19,4,2,3,,1,3.2,3.2,0.0,3.2,Card
1552,19,1,2,39,,1,3.2,3.2,0.0,3.2,Digital Wallet
1553,19,2,8,14,,2,7.69,15.38,0.0,15.38,Card
1554,19,4,4,36,,3,5.4,16.200000000000003,0.0,16.2,Card
1555,19,5,10,4,,1,442.78,442.78,0.0,442.78,Cash
1556,19,5,5,40,,1,296.22,296.22,0.0,296.22,Card
1557,19,3,10,13,,1,451.56,451.56,0.0,451.56,Digital Wallet
1558,19,3,2,35,,2,3.24,6.48,0.0,6.48,Digital Wallet
1559,19,3,3,39,,1,2.89,2.89,0.0,2.89,Card
1560,19,2,2,13,,1,3.21,3.21,0.0,3.21,Card
1561,19,4,5,18,,1,296.62,296.62,0.0,296.62,Card
1562,19,1,1,12,,3,2.48,7.4399999999999995,0.0,7.44,Digital Wallet
1563,19,3,10,10,,1,446.51,446.51,0.0,446.51,Card
1564,19,4,4,10,,4,5.41,21.64,0.0,21.64,Card
1565,19,1,10,15,,1,455.49,455.49,0.0,455.49,Digital Wallet
1566,19,2,9,26,,3,8.59,25.77,0.0,25.77,Card
1567,19,5,2,1,,3,3.2,9.600000000000001,0.0,9.6,Card
1568,19,5,2,26,,2,3.13,6.26,0.0,6.26,Digital Wallet
1569,19,2,9,9,,2,9.25,18.5,0.0,18.5,Digital Wallet
1570,19,1,1,29,,3,2.51,7.529999999999999,0.0,7.53,Card
1571,19,1,10,10,,1,440.55,440.55,0.0,440.55,Cash
1572,19,4,8,23,,1,7.43,7.43,0.0,7.43,Card
1573,19,4,8,11,,1,7.52,7.52,0.0,7.52,Card
1574,19,4,2,28,,3,3.16,9.48,0.0,9.48,Card
1575,19,3,2,6,,1,3.02,3.02,0.0,3.02,Cash
1576,19,2,6,4,,1,178.67,178.67,0.0,178.67,Card
1577,19,4,8,13,,1,7.22,7.22,0.0,7.22,Gift Card
1578,19,1,1,21,,1,2.46,2.46,0.0,2.46,Card
1579,19,1,7,32,,2,25.68,51.36,0.0,51.36,Digital Wallet
1580,19,2,7,23,,1,25.01,25.01,0.0,25.01,Card
1581,19,3,8,25,,2,7.38,14.76,0.0,14.76,Gift Card
1582,19,2,3,26,,1,2.95,2.95,0.0,2.95,Card
1583,19,1,9,28,,1,9.15,9.15,0.0,9.15,Cash
1584,19,4,6,17,,1,182.17,182.17,0.0,182.17,Cash
1585,19,3,3,3,,2,2.95,5.9,0.0,5.9,Card
1586,19,5,10,29,,1,457.6,457.6,0.0,457.6,Cash
1587,19,5,9,35,,1,8.91,8.91,0.0,8.91,Card
1588,19,2,3,21,,2,2.97,5.94,0.0,5.94,Card
1589,19,3,6,23,,1,180.85,180.85,0.0,180.85,Card
1590,19,2,9,18,,2,8.9,17.8,0.0,17.8,Card
1591,19,1,10,13,,1,457.34,457.34,0.0,457.34,Cash
1592,19,3,10,35,,1,451.02,451.02,0.0,451.02,Digital Wallet
1593,19,1,10,31,,1,453.68,453.68,0.0,453.68,Digital Wallet
1594,19,4,8,13,,3,7.16,21.48,0.0,21.48,Cash
1595,19,1,1,32,,2,2.56,5.12,0.0,5.12,Gift Card
1596,20,4,10,1,,1,461.7,461.7,0.0,461.7,Digital Wallet
1597,20,1,2,4,,1,3.15,3.15,0.0,3.15,Card
1598,20,4,6,34,,1,180.19,180.19,0.0,180.19,Card
1599,20,3,2,9,,1,3.14,3.14,0.0,3.14,Card
1600,20,2,7,39,,4,25.17,100.68,0.0,100.68,Card
1601,20,5,8,37,,7,7.44,52.080000000000005,0.0,52.08,Digital Wallet
1602,20,5,10,14,,1,447.16,447.16,0.0,447.16,Card
1603,20,2,8,17,,3,7.51,22.53,0.0,22.53,Cash
1604,20,2,7,22,,1,25.77,25.77,0.0,25.77,Card
1605,20,4,5,40,,1,297.27,297.27,0.0,297.27,Card
1606,20,2,8,16,,1,7.39,7.39,0.0,7.39,Digital Wallet
1607,20,3,10,5,,1,451.3,451.3,0.0,451.3,Card
1608,20,4,10,37,,1,444.37,444.37,0.0,444.37,Card
1609,20,1,3,21,,2,3.04,6.08,0.0,6.08,Card
1610,20,2,10,25,,1,441.55,441.55,0.0,441.55,Cash
1611,20,3,6,2,,1,181.96,181.96,0.0,181.96,Card
1612,20,1,8,8,,1,7.47,7.47,0.0,7.47,Card
1613,20,5,6,23,,1,176.14,176.14,0.0,176.14,Cash
1614,20,4,1,11,,2,2.46,4.92,0.0,4.92,Digital Wallet
1615,20,2,10,25,,1,457.7,457.7,0.0,457.7,Cash
1616,20,1,9,3,,1,9.01,9.01,0.0,9.01,Card
1617,20,2,10,5,,1,446.32,446.32,0.0,446.32,Digital Wallet
1618,20,2,10,9,,1,451.03,451.03,0.0,451.03,Card
1619,20,1,1,2,,1,2.56,2.56,0.0,2.56,Digital Wallet
